id,name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
27831402,Bright Williamsburg room with huge private terrace,Brooklyn,Williamsburg,40.71247,-73.94548,Private room,70,1,2,0.18,0
34656150,Private Room in prime Brooklyn,Brooklyn,Sunset Park,40.66064,-73.99888,Private room,40,1,4,2.14,250
32236681,Sonder | Wall Street | Eclectic 1BR + Rooftop,Manhattan,Financial District,40.70615,-74.01243,Private room,262,2,6,1.59,328
9231341,BRIGHT AND HUGE ROOM - BED STY BK,Brooklyn,Bedford-Stuyvesant,40.69436,-73.93144,Private room,100,1,0,0.0,0
22589075,"Designer 1 Bedroom - Williamsburg, Brooklyn",Brooklyn,Williamsburg,40.71197,-73.95804,Entire home/apt,175,4,5,0.32,0
1305346,Studio in the Heart of Soho,Manhattan,SoHo,40.72098,-73.99869,Entire home/apt,145,30,12,0.17,342
5902510,Clean & Cozy room in Great Location,Manhattan,Hell's Kitchen,40.76799,-73.98644,Private room,61,12,31,0.6,102
20190343,Kid-Friendly Cobble Hill Brooklyn Home,Brooklyn,Boerum Hill,40.68614,-73.99082,Entire home/apt,150,4,0,0.0,0
21962437,$850 up to 3 month female only,Brooklyn,Crown Heights,40.67163,-73.93399,Private room,31,30,7,0.36,302
9940253,COZY&BIG ROOM FOR YOU:),Manhattan,Roosevelt Island,40.76046,-73.95125,Private room,79,2,3,0.07,0
34575770,15 mins to the City,Queens,Long Island City,40.75742,-73.9447,Entire home/apt,69,2,0,0.0,5
1748189,UPPER EAST SIDE 1BR APT - CENTRAL,Manhattan,Upper East Side,40.77219,-73.95073,Entire home/apt,199,1,29,0.42,339
34394888,Room w/ lots of Natural Light. Near 69st 7 train.,Queens,Woodside,40.743,-73.89444,Private room,47,30,0,0.0,246
163836,Greenpoint Loft / Le Chez Andrea,Brooklyn,Greenpoint,40.72185,-73.93956,Private room,46,4,86,0.89,350
7602400,Stylish 1 BR in the heart of SoHo,Manhattan,SoHo,40.72634,-74.00101,Entire home/apt,180,3,6,0.14,0
24698087,Brooklyn House of Light,Brooklyn,Windsor Terrace,40.64801,-73.97391,Entire home/apt,350,3,2,0.16,0
27853549,NYC Chelsea Luxury Modern Studio,Manhattan,Chelsea,40.73918,-73.99753,Entire home/apt,180,6,5,0.56,0
35633408,Impeccable Private one&half bedroom and full bath,Queens,Maspeth,40.73859,-73.89534,Private room,49,2,0,0.0,307
9425220,Cozy private bedroom in 3BR Apt,Manhattan,Washington Heights,40.84899,-73.94018,Private room,40,1,2,0.05,0
16584878,Modern and bright duplex in central Cobble Hill,Brooklyn,Cobble Hill,40.6858,-73.99977,Entire home/apt,350,30,2,0.09,156
22280822,"Nice Room Where Soho, Little Italy, Chinatown Meet",Manhattan,Little Italy,40.71909,-73.99731,Private room,70,5,3,0.17,42
9215307,Beautiful Room: Charming Apt Central Williamsburg,Brooklyn,Williamsburg,40.71292,-73.96215,Private room,90,1,46,1.04,16
16310570,CRAZY SPACE & CRAZY SUN IN BUSHWICK,Brooklyn,Bushwick,40.6957,-73.91875,Private room,49,25,61,1.96,0
14015822,Private room in 1Br Apartment,Brooklyn,East Flatbush,40.65367,-73.94872,Private room,45,27,6,0.19,94
30264393,Hendrix Upstairs Oasis Rm #3,Brooklyn,East New York,40.66522,-73.88686,Private room,50,1,20,2.82,62
8471063,"Spacious, light-filled room in NYC",Manhattan,Kips Bay,40.74088,-73.98285,Shared room,65,1,8,0.17,0
23230395,Enormous and illuminated on top floor (long term),Queens,Elmhurst,40.74524,-73.8876,Entire home/apt,100,60,2,0.17,132
23566549,Harlem Gem,Manhattan,Harlem,40.81061,-73.95125,Entire home/apt,150,2,12,0.8,0
36311265,Bright sunny large BK room in shared space,Brooklyn,Williamsburg,40.71437,-73.9437,Private room,150,10,0,0.0,91
6447136,Magical Oasis in Bushwick! 20 min to City,Brooklyn,Bushwick,40.6971,-73.92046,Entire home/apt,120,2,56,1.11,314
10484019,Beautiful and bright garden studio,Brooklyn,South Slope,40.66388,-73.98587,Entire home/apt,120,1,5,0.12,0
25804387,Private room by Prospect Park in Brooklyn,Brooklyn,Flatbush,40.65374,-73.96104,Private room,35,60,0,0.0,0
16027709,WILLIAMSBURG BEDROOM,Brooklyn,Williamsburg,40.7082,-73.94476,Private room,47,1,5,0.74,4
4350464,"LargeApt 1 BLOCK frm A,C,B,D,2,3",Manhattan,Harlem,40.81588,-73.94591,Private room,65,3,1,0.02,0
4384442,Bedroom in Crown Heights,Brooklyn,Crown Heights,40.67054,-73.95668,Private room,45,2,1,0.03,0
35278838,Private room in 2bed apt by subway & Prospect Park,Brooklyn,Borough Park,40.64184,-73.99102,Private room,30,30,0,0.0,251
35188430,"Spacious Bushwick Room, 5 min walk to L & M Train",Brooklyn,Bushwick,40.70117,-73.91755,Private room,60,1,2,1.67,0
9334840,Cozy warm one bedroom,Queens,Astoria,40.7576,-73.9067,Entire home/apt,70,1,1,0.02,0
27332332,"Cute, clean and convenient place in , Bed-Stuy.",Brooklyn,Bedford-Stuyvesant,40.6874,-73.95036,Private room,65,2,32,2.89,37
12560110,Sunny Studio Apartment in Ridgewood,Queens,Ridgewood,40.70005,-73.8952,Entire home/apt,70,1,5,0.21,0
32871846,The Artist,Brooklyn,Carroll Gardens,40.68133,-73.99944,Private room,80,2,20,5.5,154
22959643,Luxury Harlem Apartment,Manhattan,East Harlem,40.80189,-73.94483,Entire home/apt,130,3,3,0.21,128
21483653,Cozy Private Room with Patio in Bed-Stuy!,Brooklyn,Bedford-Stuyvesant,40.69657,-73.94235,Private room,50,5,62,3.58,12
26780625,Suite/English basement in Brooklyn townhouse,Brooklyn,Kensington,40.6451,-73.97064,Private room,95,3,19,1.61,85
26254953,Gorgeous & spacious room in Bed-Stuy,Brooklyn,Bedford-Stuyvesant,40.68697,-73.95141,Private room,95,3,2,0.17,38
20092821,Dream bedroom in the heart of downtown Manhattan,Manhattan,Chinatown,40.71479,-73.99971,Private room,88,1,1,0.04,0
13961015,A Lovely One Bedroom Apartment!,Bronx,Norwood,40.86853,-73.88301,Entire home/apt,120,10,7,0.2,327
24573069,Quiet apt in the middle of St Marks (East Village),Manhattan,East Village,40.72957,-73.9882,Entire home/apt,129,7,12,0.88,9
21104475,Near LGA cozy room.,Queens,East Elmhurst,40.77063,-73.87543,Private room,45,1,222,10.39,164
5748301,"Sleeping in NYC, like home.",Queens,Rego Park,40.72799,-73.85543,Private room,70,2,175,3.45,349
3654511,ROOFTOP SWIMMING-POOL 1/BR APT.,Manhattan,Midtown,40.7509,-73.96963,Entire home/apt,250,5,2,0.04,0
1479283,"Great Chelsea Location, Couch/2nd bed, Free WiFi",Manhattan,Chelsea,40.75028,-73.99533,Entire home/apt,96,115,45,0.63,210
13415952,Large Bedroom in amazing Apt - 10min Manhattan,Brooklyn,Williamsburg,40.70821,-73.95001,Private room,90,2,24,0.65,0
32718483,3 - Private room in Yogi's BIG Midtown Manhattan,Manhattan,Kips Bay,40.74123,-73.98058,Private room,94,1,23,5.9,55
32206003,Spacious Rm for 1 near Hospital1 min Walk to Train,Staten Island,Grant City,40.57974,-74.10989,Private room,30,7,1,1.0,188
4950357,"Quiet Room, Near Columbia University & Subway",Manhattan,Harlem,40.81561,-73.95264,Private room,89,1,203,3.89,162
31412174,Beautifully decorated cozy Harlem home.,Manhattan,Harlem,40.82503,-73.93767,Private room,70,2,0,0.0,0
35029871,Central Cozy Cobble Hill Gem,Brooklyn,Boerum Hill,40.68873,-73.98929,Entire home/apt,220,30,2,2.0,82
2155219,Private Bedroom in LIC/ Astoria,Queens,Long Island City,40.75874,-73.92999,Private room,100,29,37,0.57,305
29905956,Full Comfortable Queens Apartment,Queens,Glendale,40.70202,-73.89044,Entire home/apt,114,3,9,1.53,3
34121613,"Private room in spacious, cozy Brooklyn home.",Brooklyn,Bushwick,40.69013,-73.91177,Private room,65,1,1,1.0,88
4338548,Gorgeous Sunny Bohemian Duplex with Garden,Brooklyn,Bedford-Stuyvesant,40.6845,-73.93968,Entire home/apt,102,1,10,0.18,4
5022,Entire Apt: Spacious Studio/Loft by central park,Manhattan,East Harlem,40.79851,-73.94399,Entire home/apt,80,10,9,0.1,0
31876398,Airy Private Bedroom in Upper West Side 107,Manhattan,Upper West Side,40.79821,-73.9609,Private room,60,30,0,0.0,356
34305492,"Clean, Modern Sun-filled 2BD Home in Midtown East",Manhattan,Midtown,40.75607,-73.96768,Entire home/apt,325,4,4,2.79,157
10487548,Stylish peaceful oasis,Manhattan,East Village,40.72315,-73.98251,Entire home/apt,220,2,48,1.21,135
34489725,Luxury Room between Times Square and Central Park,Manhattan,Theater District,40.76179,-73.98399,Private room,100,1,1,1.0,351
19087480,Wake up to Central Park (privet room),Manhattan,East Harlem,40.79771,-73.94833,Private room,145,2,75,3.07,59
16260362,Entire private studio in New York,Manhattan,Hell's Kitchen,40.76246,-73.99913,Entire home/apt,150,1,21,0.67,0
18356695,Spacious 2-Bedroom Apartment Near Central Park,Manhattan,Morningside Heights,40.80897,-73.95651,Entire home/apt,120,14,5,0.21,79
1023529,Convenient and private,Manhattan,Harlem,40.82153,-73.95512,Private room,52,3,163,2.17,0
35005489,Exquisite Park Slope Paradise,Brooklyn,Windsor Terrace,40.65863,-73.98495,Entire home/apt,300,3,0,0.0,335
12567993,Private bedroom near L & M trains,Brooklyn,Bushwick,40.70076,-73.92371,Private room,50,1,0,0.0,0
13591017,Charming Designer’s Studio in Prime Williamsburg,Brooklyn,Williamsburg,40.717,-73.96183,Entire home/apt,145,1,61,1.74,11
22466315,Lower East Side - Lovely Studio! #14,Manhattan,Lower East Side,40.72147,-73.99181,Entire home/apt,170,30,4,0.3,281
30312807,Quaint 1 Bedroom in Beautiful Astoria Queens,Queens,Ditmars Steinway,40.77556,-73.90866,Private room,60,3,6,0.84,43
20070549,"Bklyn private room and private bathrm by F,G train",Brooklyn,Kensington,40.64293,-73.98043,Private room,56,1,58,2.48,16
14020396,"Westside Haven, Comfortable & Convenient !",Manhattan,Harlem,40.80266,-73.95792,Entire home/apt,122,1,41,1.13,8
1614817,PRIME apartment in East Village!,Manhattan,East Village,40.73082,-73.98693,Entire home/apt,160,2,44,0.64,0
8274931,Stunning apartment with view only 5 min from metro,Queens,Astoria,40.76086,-73.92604,Entire home/apt,85,3,25,0.55,0
19175288,"Private room for 2ppl, 1 min from Times Square!!",Manhattan,Midtown,40.75528,-73.98312,Private room,135,4,37,1.53,155
774791,Very clean bed room in queens NYC,Queens,Flushing,40.75612,-73.82517,Private room,55,2,31,0.53,282
14982907,Comfy Private Bedroom-JFK (8 mins),Queens,St. Albans,40.68692,-73.76832,Private room,65,2,74,2.16,174
19227424,"Private, cozy room near major trains",Brooklyn,Bedford-Stuyvesant,40.6812,-73.91148,Private room,50,1,102,4.14,237
29384404,Prime Location 34th&6th! Doorman Gym Deck 5231,Manhattan,Midtown,40.74829,-73.98653,Entire home/apt,180,30,0,0.0,342
11141064,"Beautiful, True 1BR in Park Slope",Brooklyn,Windsor Terrace,40.65895,-73.97768,Entire home/apt,78,5,1,0.02,0
14238785,Ladies Dorm Shared Room (Single Twin Bed),Brooklyn,Bedford-Stuyvesant,40.6853,-73.95758,Shared room,45,2,10,0.29,311
32446089,Spacious apartment right by the Subway,Manhattan,Washington Heights,40.83495,-73.94682,Entire home/apt,150,1,0,0.0,79
21408195,The Manhattanville,Manhattan,Harlem,40.81956,-73.95277,Shared room,25,3,61,2.99,7
28543617,Private room in Airy Harlem Penthouse,Manhattan,Harlem,40.80256,-73.95581,Private room,100,2,11,1.18,90
24313434,Upper Westside luxury private bedroom 5W-3,Manhattan,Upper West Side,40.80365,-73.96639,Private room,70,30,3,0.24,317
804911,Sunny apartment in Carroll Gardens,Brooklyn,Carroll Gardens,40.68216,-73.99504,Entire home/apt,130,5,2,0.04,0
16381049,Large 3bd 2 bath duplex in prime Greenpoint!,Brooklyn,Greenpoint,40.73292,-73.95987,Entire home/apt,250,2,0,0.0,0
35900875,Private Bedroom en-suite Bathroom - Manhattan,Manhattan,Harlem,40.81561,-73.94823,Private room,99,1,1,1.0,256
24808062,"Perfect for groups! 3BR, 2Bath feet from Subway!",Manhattan,Harlem,40.80393,-73.95205,Entire home/apt,344,2,9,0.75,25
2651810,Quiet Queens Apt in middle of NYC,Queens,Maspeth,40.71827,-73.90647,Entire home/apt,80,2,61,3.13,32
4263802,Fort Greene - Parlor One Bed,Brooklyn,Fort Greene,40.68562,-73.9693,Entire home/apt,165,10,36,0.63,328
10608951,BedStuy Parlor near A&J Trains JFK,Brooklyn,Bedford-Stuyvesant,40.68616,-73.92514,Private room,45,4,30,0.77,286
4653508,1 BR in shiny new building + bikes!,Brooklyn,Fort Greene,40.69492,-73.97061,Entire home/apt,160,3,4,0.07,0
9208886,Cozy SpaHa Apartment,Manhattan,East Harlem,40.79804,-73.93127,Private room,50,13,0,0.0,0
16332208,Cute Bedroom in Hip Bushwick,Brooklyn,Bushwick,40.70279,-73.9289,Private room,31,7,2,0.06,89
1953928,Huge 2 Bedrooms NYC ,Queens,Astoria,40.76266,-73.91451,Entire home/apt,150,1,89,1.32,148
19019325,HUGE ROOM WITH PRIVATE KITCHEN- Manhattan -,Manhattan,Murray Hill,40.74736,-73.97838,Private room,60,10,0,0.0,19
13828701,California King of Elevated Castle,Manhattan,Hell's Kitchen,40.76404,-73.9926,Private room,175,2,120,3.3,308
17342599,"Stylish, Spacious room Express train to Midtown",Manhattan,Washington Heights,40.84114,-73.93639,Private room,69,5,33,1.17,1
23505465,Quiet Garden Level Studio in the heart of Brooklyn,Brooklyn,Sunset Park,40.65683,-73.99959,Entire home/apt,90,2,41,2.75,0
16435953,Bedroom in East Williamsburg!,Brooklyn,Williamsburg,40.70899,-73.94063,Private room,45,5,0,0.0,0
22246770,Nice and sunny room in Williamsburg!!,Brooklyn,Williamsburg,40.71032,-73.95687,Private room,65,2,0,0.0,0
24730752,MiniArtHotel|CentralParkUESManhattan|SingleCouple,Manhattan,Upper East Side,40.78237,-73.95226,Private room,95,2,35,2.58,180
18305741,Cozy Room Minutes To Manhattan. #2,Staten Island,Stapleton,40.63464,-74.07842,Private room,55,1,13,0.48,362
13033376,Private Parkside Room,Brooklyn,Flatbush,40.65272,-73.96127,Private room,65,3,28,1.09,298
18225729,Hip Soho Loft,Manhattan,SoHo,40.72528,-74.00317,Entire home/apt,200,3,16,0.6,15
6238281,One bedroom in Midtown,Manhattan,Hell's Kitchen,40.76497,-73.9933,Entire home/apt,175,1,0,0.0,0
6399885,Beautiful 2bdroom apartmnt,Queens,Forest Hills,40.72391,-73.84407,Entire home/apt,168,3,133,2.64,336
32012464,Half a block from the train! my private cozy room,Queens,Jackson Heights,40.7489,-73.87549,Private room,50,2,20,4.69,167
6854404,Beautiful Apt. Above WTC Memorial,Manhattan,Financial District,40.70892,-74.01325,Entire home/apt,130,14,1,0.02,0
32854456,Cozy Clean Clutter-free Apartment with Office,Queens,Astoria,40.76235,-73.92138,Entire home/apt,140,2,16,4.21,79
27079532,NEW YORK CITY MANHATTAN STUDIO.,Manhattan,East Harlem,40.80203,-73.93885,Shared room,60,1,17,1.48,0
33969898,Private room near Columbia University,Manhattan,Upper West Side,40.80337,-73.96511,Private room,69,20,0,0.0,0
30014743,Cute & quiet 1BR in East Village,Manhattan,East Village,40.7288,-73.98058,Entire home/apt,200,2,6,0.95,7
18390143,"Huge Room, Top Floor Of Brownestone",Manhattan,Hell's Kitchen,40.76537,-73.98855,Private room,120,2,32,1.25,90
251277,Private Bdrm /Bath 1 block Ctrl Prk,Manhattan,Upper West Side,40.78558,-73.9726,Private room,140,1,176,1.89,300
20799032,Luxury 2 Bedroom Empire Loft,Manhattan,Midtown,40.75341,-73.98504,Entire home/apt,422,5,58,2.6,339
6829746,Bright Williamsburg/Shwick Art Loft,Brooklyn,Williamsburg,40.70412,-73.93555,Private room,69,14,1,0.02,0
8498323,Great UES location for Pope visit,Manhattan,Upper East Side,40.77532,-73.95132,Entire home/apt,650,2,0,0.0,0
1304459,Sunny Williamsburg Artist's Loft,Brooklyn,Williamsburg,40.70706,-73.95071,Entire home/apt,131,4,68,1.06,5
28867880,Convenient stay,Bronx,Morris Heights,40.85324,-73.92143,Private room,240,1,0,0.0,363
15189639,Prospect Heights,Brooklyn,Crown Heights,40.67752,-73.96029,Entire home/apt,150,60,0,0.0,364
13712266,Large Private Sun Drenched Bedroom in Ridgewood,Queens,Ridgewood,40.70605,-73.89928,Private room,48,2,6,0.17,0
31436066,Cozy Apt in Kensington,Brooklyn,Kensington,40.64557,-73.98097,Entire home/apt,100,1,2,0.43,268
36379669,Shared living space in the Bronx!,Bronx,Pelham Bay,40.84735,-73.83095,Shared room,50,1,0,0.0,88
35766933,Great place,Brooklyn,East Flatbush,40.65643,-73.91875,Private room,80,7,0,0.0,365
27203779,New Sunny 4 bedroom space!  Popular! Close2Subway!,Brooklyn,Bedford-Stuyvesant,40.67851,-73.93071,Entire home/apt,300,1,1,0.12,53
7979433,Comfortable 1B in hot-spot Queens,Queens,Astoria,40.75959,-73.92439,Entire home/apt,100,1,2,0.04,0
24356390,Bright Modern clean convenient Brooklyn Location,Brooklyn,Bushwick,40.69432,-73.90658,Entire home/apt,150,2,17,1.15,0
23229152,Private 1 bedroom - Great for Travel Nurses,Brooklyn,Kensington,40.64109,-73.97503,Private room,50,1,1,0.06,0
31118518,Astoria 320square feet room!!:),Queens,Astoria,40.77607,-73.92876,Private room,70,2,0,0.0,310
2700596,Comfortable bedroom for one person,Manhattan,Harlem,40.80697,-73.95203,Private room,85,3,100,1.6,341
31112840,幸福小屋,Staten Island,South Beach,40.59164,-74.08197,Private room,55,1,10,7.14,363
3464971,Sunny Home on Brooklyn Border: 15 min to Manhattan,Queens,Ridgewood,40.70706,-73.91437,Entire home/apt,225,7,0,0.0,0
1039215,Heart of Williamsburg - authentic & central!,Brooklyn,Williamsburg,40.72091,-73.96124,Entire home/apt,90,3,166,2.21,104
35352430,Get Together/ Small party space,Queens,Jamaica,40.68144,-73.77739,Entire home/apt,250,1,0,0.0,22
25110301,"Sunny home in Sunnyside, NY",Queens,Sunnyside,40.7446,-73.92342,Private room,85,1,0,0.0,0
30130941,4 Room 9 guest Apt in Brooklyn,Brooklyn,East Flatbush,40.65867,-73.92953,Entire home/apt,200,1,0,0.0,87
16391952,Large Private Room in Quiet BK Heights Apartment,Brooklyn,Brooklyn Heights,40.69797,-73.992,Private room,60,3,0,0.0,0
13080685,Shared room in Kips Bay/Murray Hill,Manhattan,Kips Bay,40.7447,-73.97593,Shared room,49,2,23,0.61,0
237127,LOCATION LOCATION LOCATION Liz's,Manhattan,Kips Bay,40.73833,-73.98186,Entire home/apt,195,30,139,1.59,325
8653999,Charming Upper West Side Apartment,Manhattan,Upper West Side,40.78322,-73.97435,Entire home/apt,180,1,2,0.04,0
26593733,Affordable room in the heart of New York.,Manhattan,Midtown,40.74573,-73.98323,Private room,90,3,6,0.55,70
15615535,Spacious Upper West Side Studio near Central Park,Manhattan,Upper West Side,40.78825,-73.97231,Entire home/apt,115,5,5,0.16,0
3569374,"Lovely 1BR Park Slope, near trains!",Brooklyn,Park Slope,40.66617,-73.97593,Entire home/apt,230,2,7,0.15,0
13318272,Big Bedroom in Spacious Apt in East Williamsburg,Brooklyn,Williamsburg,40.70485,-73.94472,Private room,100,1,3,0.08,0
7541444,Beautiful treeline BK apartment!,Brooklyn,Greenpoint,40.72402,-73.9415,Entire home/apt,149,5,2,0.04,0
20620313,Modern Luxury Brooklyn Private Bedroom w/ Deck!,Brooklyn,Clinton Hill,40.68153,-73.9605,Private room,149,2,5,0.22,0
29360292,COZY ROOM TO CRASH,Manhattan,East Village,40.72935,-73.98441,Private room,100,1,10,1.15,90
32915763,Luxurious Family apartment-20min to Manhattan,Brooklyn,Bedford-Stuyvesant,40.68443,-73.93167,Entire home/apt,190,2,5,2.94,86
16823231,1BR Spacious Luxury Apartment in Williamsburg BK,Brooklyn,Williamsburg,40.71778,-73.95503,Entire home/apt,120,4,7,0.24,0
14381523,Beautiful Tree Lined West Village Block!,Manhattan,West Village,40.7334,-74.00546,Entire home/apt,229,2,3,0.09,67
24845719,"Stunning, oversized 2 Bed, 2 Bath in Prime Wburg",Brooklyn,Williamsburg,40.71136,-73.9562,Entire home/apt,215,2,8,0.6,77
6820048,BEAUTIFUL STUDIO IN BROWNSTONE,Brooklyn,Bedford-Stuyvesant,40.68552,-73.93581,Entire home/apt,110,4,15,0.31,97
12990502,Cute small room in Astoria,Queens,Astoria,40.77091,-73.91875,Private room,40,2,36,0.96,0
23636223,Upper West Side Manhattan Comfort 2,Manhattan,Upper West Side,40.78353,-73.97802,Private room,45,30,4,0.36,242
19049956,Brooklyn Large Private Bedroom Near Park,Brooklyn,Crown Heights,40.66593,-73.95535,Private room,45,8,3,0.12,0
20034180,AG's palace 2,Brooklyn,Canarsie,40.64351,-73.91406,Private room,89,1,9,0.38,334
16233577,Peaches Paradise.,Queens,Springfield Gardens,40.68203,-73.75437,Private room,60,1,305,9.83,341
1740311,"LARGE PRIVATE BED + BATH, LES",Manhattan,Lower East Side,40.72105,-73.98519,Entire home/apt,300,2,65,0.96,350
10755419,"Hip, renovated 1-bedroom",Manhattan,Civic Center,40.71331,-73.99822,Entire home/apt,100,2,0,0.0,0
25188064,Beautiful Cozy Apt near Subway - Historic Brooklyn,Brooklyn,Bedford-Stuyvesant,40.68273,-73.91651,Entire home/apt,150,3,28,2.04,316
4098814,Private Single Room,Brooklyn,Bedford-Stuyvesant,40.68641,-73.94735,Private room,52,2,29,0.5,335
17691601,Charming Blue Bdrm in Victorian Home,Brooklyn,Flatbush,40.63501,-73.95522,Private room,98,4,0,0.0,0
4639746,Charming Studio in Carroll Gardens,Brooklyn,Carroll Gardens,40.68244,-73.99539,Entire home/apt,100,3,15,0.27,0
17776104,Private room in East Harlem close to heart of NYC,Manhattan,East Harlem,40.80113,-73.94283,Private room,100,2,0,0.0,0
30010324,New York Style one bed,Manhattan,Upper East Side,40.77919,-73.95182,Entire home/apt,150,31,7,0.96,338
6292334,Cozy UES Studio,Manhattan,Upper East Side,40.77357,-73.95193,Entire home/apt,300,1,0,0.0,0
4744487,Williamsburg Carriage House w/ yard,Brooklyn,Williamsburg,40.71181,-73.95736,Entire home/apt,118,30,29,0.52,295
30213410,30min➡︎LGA  New&Clean Apt with Cozy Terrace Space,Queens,Elmhurst,40.73885,-73.87553,Private room,33,29,2,0.71,1
28860221,shared room in east harlem,Manhattan,East Harlem,40.80046,-73.94239,Shared room,65,1,2,2.0,64
8614862,Sunny Bedroom with a huge window,Manhattan,Washington Heights,40.84957,-73.93959,Private room,50,3,6,0.13,0
12251481,"Large Room in Apt w/ Library, Priv Entrance",Brooklyn,Williamsburg,40.70244,-73.94421,Private room,44,1,8,0.23,357
31290728,Sunnyside,Queens,Sunnyside,40.746,-73.91393,Entire home/apt,160,2,1,0.43,310
25207662,AFFORDABLE LUXURY...Exclusive Living @ Its Best!,Manhattan,Inwood,40.86866,-73.92472,Private room,149,1,30,2.2,270
22031905,"Sunny, Large Bushwick room - private ROOF TERRACE",Brooklyn,Bushwick,40.69699,-73.91531,Private room,60,2,8,0.43,0
34813479,"Cozy apartment ,Shared Room Heart of Manhattan 5",Manhattan,Hell's Kitchen,40.76612,-73.98749,Shared room,75,1,4,2.35,365
21106349,Sunny guest apt w eat-in kitchen near prospect prk,Brooklyn,Windsor Terrace,40.65853,-73.98301,Entire home/apt,175,2,54,3.56,135
32042820,Harlem Sweets 2,Manhattan,Harlem,40.82885,-73.9412,Private room,62,1,1,0.47,72
11850782,"Spacious, Artsy Room!",Manhattan,Harlem,40.81616,-73.93885,Private room,74,2,3,0.08,363
16389354,Spectacular 2BR with NYC SKYLINE VIEW + ROOF DECK,Brooklyn,Williamsburg,40.70614,-73.9487,Entire home/apt,199,2,1,0.03,0
16703749,Clean and Cozy room in Central Manhattan,Manhattan,Hell's Kitchen,40.76738,-73.98565,Private room,61,30,2,0.07,121
2431607,"Bright, Airy Room Share for 2",Brooklyn,Bedford-Stuyvesant,40.68642,-73.9344,Shared room,25,5,76,1.22,258
24432069,"Private bathroom with balcony,15mins to Manhattan",Queens,Sunnyside,40.7467,-73.92076,Private room,80,1,34,2.49,262
18248683,Sunny East Village Apartment,Manhattan,East Village,40.72412,-73.97911,Entire home/apt,140,5,1,0.04,0
552141,Historic sundrenched apt of the Lower East Side,Manhattan,Lower East Side,40.71788,-73.98975,Entire home/apt,300,1,45,0.62,111
22050058,法拉盛唯美独立房间,Queens,Flushing,40.76561,-73.79576,Private room,80,2,0,0.0,3
30661174,Private Room in Heart of Brooklyn!,Brooklyn,Crown Heights,40.67616,-73.9404,Private room,59,1,2,0.29,0
19239064,Cozy BedStuy/Bushwick Brownstone Apartment,Brooklyn,Bedford-Stuyvesant,40.68524,-73.92183,Private room,125,2,0,0.0,0
3970755,Sunny Junior 1 Bedroom,Brooklyn,Cobble Hill,40.68781,-73.99415,Entire home/apt,160,4,0,0.0,0
887292,2 Bedroom Bushwick Apartment,Brooklyn,Bushwick,40.69982,-73.91957,Entire home/apt,139,3,106,1.42,248
26813610,Neat+Nice+Large dining area &  2 min to Subway,Queens,Woodside,40.74323,-73.90471,Private room,33,37,1,0.15,39
16400971,Washington Heights Oasis,Manhattan,Washington Heights,40.84369,-73.93891,Entire home/apt,150,7,0,0.0,0
1777674,Charming space in lively neighborhood.,Brooklyn,Crown Heights,40.67528,-73.95741,Private room,75,1,0,0.0,58
82550,Columbia Castle 2 BR,Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,200,3,80,0.85,106
22579704,The 'TriBeCa Loft' #2 | A stylish 2 bed apt,Manhattan,Tribeca,40.71953,-74.00401,Entire home/apt,490,14,14,0.81,365
9726043,Family apt w/ junglegym-bed for kids,Brooklyn,Kensington,40.64463,-73.97057,Entire home/apt,95,7,5,0.12,59
841292,BIG room in fun loft – heart of NYC,Manhattan,Chelsea,40.74712,-73.99514,Private room,109,3,26,0.36,18
13920801,Beautiful 2 bedroom private suite,Manhattan,Harlem,40.80297,-73.9505,Entire home/apt,99,28,76,2.16,296
502132,Beautiful Downtown Manhattan Share,Manhattan,Chelsea,40.73942,-74.00009,Shared room,50,1,61,0.71,0
10096707,Bright & Spacious Apartment. A Williamsburg Gem.,Brooklyn,Greenpoint,40.72034,-73.95478,Entire home/apt,135,2,18,0.42,0
31929775,CITY VIEW/ 2BED 2BATH/ LINCOLN CENTER,Manhattan,Upper West Side,40.77438,-73.98717,Entire home/apt,300,30,0,0.0,341
23024656,Harlem cozy nights,Manhattan,Harlem,40.81767,-73.93771,Entire home/apt,120,4,21,1.25,128
19097111,*Private Room in Beautiful Brooklyn Apartment*,Brooklyn,Bedford-Stuyvesant,40.68154,-73.9534,Private room,69,2,6,0.25,0
24089034,Beautiful Spacious  Studio Apartment,Brooklyn,Bedford-Stuyvesant,40.68548,-73.93805,Entire home/apt,96,1,50,4.37,257
21449446,The Oasis 2,Manhattan,Harlem,40.82167,-73.95006,Entire home/apt,210,5,2,0.11,88
10124372,Elegant and Comfortable Stay,Brooklyn,Bedford-Stuyvesant,40.68353,-73.94877,Entire home/apt,199,2,74,1.84,231
25774497,Sanctuary on Court Street (Carroll Gardens),Brooklyn,Carroll Gardens,40.6755,-73.99806,Private room,100,2,35,2.75,0
20845031,"Homey Midtown East 1BR w/ Gym, Doorman, near the 6th street by Blueground",Manhattan,Kips Bay,40.7451,-73.97915,Entire home/apt,308,30,0,0.0,156
34647478,Cozy/quiet home amongst hippest NYC neighborhoods,Queens,Ridgewood,40.70372,-73.9067,Entire home/apt,200,2,1,0.79,11
